time,Prop,Type,Group,strain_type,exposure,choose_rho,waning
25,0.46103982752545375,P,4,NL63_S1,Ordered,rho_95,Laddered
25,0.12947894055446801,P,5,NL63_S1,Ordered,rho_95,Laddered
30,0.05921392557278034,P,1,NL63_S1,Ordered,rho_95,Laddered
30,0.11736985417529684,P,2,NL63_S1,Ordered,rho_95,Laddered
30,0.23263888791413104,P,3,NL63_S1,Ordered,rho_95,Laddered
30,0.4611447961363274,P,4,NL63_S1,Ordered,rho_95,Laddered
30,0.1296325362014644,P,5,NL63_S1,Ordered,rho_95,Laddered
35,0.05919455237259721,P,1,NL63_S1,Ordered,rho_95,Laddered
35,0.11734716372234784,P,2,NL63_S1,Ordered,rho_95,Laddered
35,0.23262802112100825,P,3,NL63_S1,Ordered,rho_95,Laddered
35,0.4611661644114991,P,4,NL63_S1,Ordered,rho_95,Laddered
35,0.12966409837254753,P,5,NL63_S1,Ordered,rho_95,Laddered
40,0.05919058844017759,P,1,NL63_S1,Ordered,rho_95,Laddered
40,0.11734251925249099,P,2,NL63_S1,Ordered,rho_95,Laddered
40,0.23262579266039307,P,3,NL63_S1,Ordered,rho_95,Laddered
40,0.46117053098565397,P,4,NL63_S1,Ordered,rho_95,Laddered
40,0.12967056866128424,P,5,NL63_S1,Ordered,rho_95,Laddered
45,0.05918977696522754,P,1,NL63_S1,Ordered,rho_95,Laddered
45,0.11734156833680406,P,2,NL63_S1,Ordered,rho_95,Laddered
45,0.23262533611370956,P,3,NL63_S1,Ordered,rho_95,Laddered
45,0.46117142450070847,P,4,NL63_S1,Ordered,rho_95,Laddered
45,0.12967189408355032,P,5,NL63_S1,Ordered,rho_95,Laddered
50,0.059189610811774394,P,1,NL63_S1,Ordered,rho_95,Laddered
50,0.23262524260939568,P,3,NL63_S1,Ordered,rho_95,Laddered
50,0.46117160742545854,P,4,NL63_S1,Ordered,rho_95,Laddered
50,0.12967216552984653,P,5,NL63_S1,Ordered,rho_95,Laddered
55,0.05918957706574093,P,1,NL63_S1,Ordered,rho_95,Laddered
55,0.11734133407634986,P,2,NL63_S1,Ordered,rho_95,Laddered
55,0.23262522361685853,P,3,NL63_S1,Ordered,rho_95,Laddered
55,0.46117164457592585,P,4,NL63_S1,Ordered,rho_95,Laddered
55,0.12967222066512477,P,5,NL63_S1,Ordered,rho_95,Laddered
60,0.05918956993923652,P,1,NL63_S1,Ordered,rho_95,Laddered
60,0.23262521960588947,P,3,NL63_S1,Ordered,rho_95,Laddered
60,0.46117165242125213,P,4,NL63_S1,Ordered,rho_95,Laddered
60,0.1296722323089059,P,5,NL63_S1,Ordered,rho_95,Laddered
65,0.2326252187588365,P,3,NL63_S1,Ordered,rho_95,Laddered
65,0.46117165407803357,P,4,NL63_S1,Ordered,rho_95,Laddered
65,0.12967223476788367,P,5,NL63_S1,Ordered,rho_95,Laddered
0,0.10294117647058824,M,2,OC43_HE,Ordered,rho_95,Direct
0,0.27941176470588236,M,3,OC43_HE,Ordered,rho_95,Direct
0,0.25,M,4,OC43_HE,Ordered,rho_95,Direct
0,0.125,M,5,OC43_HE,Ordered,rho_95,Direct
0,0.2426470588235294,P,1,OC43_HE,Ordered,rho_95,Direct
0.125,0.04879572339445712,M,2,OC43_HE,Ordered,rho_95,Direct
0.125,0.13244553492781222,M,3,OC43_HE,Ordered,rho_95,Direct
0.125,0.118503899672253,M,4,OC43_HE,Ordered,rho_95,Direct
0.125,0.0592519498361265,M,5,OC43_HE,Ordered,rho_95,Direct
0.125,0.5746051697952318,P,1,OC43_HE,Ordered,rho_95,Direct
0.25,0.023130034494212606,M,2,OC43_HE,Ordered,rho_95,Direct
0.25,0.06278152219857708,M,3,OC43_HE,Ordered,rho_95,Direct
0.25,0.6703896408194471,P,1,OC43_HE,Ordered,rho_95,Direct
0.375,0.010964024887683077,M,2,OC43_HE,Ordered,rho_95,Direct
0.375,0.026626917584373196,M,4,OC43_HE,Ordered,rho_95,Direct
0.375,0.6655908606669413,P,1,OC43_HE,Ordered,rho_95,Direct
0.5,0.005197151051321276,M,2,OC43_HE,Ordered,rho_95,Direct
0.5,0.014106552853586326,M,3,OC43_HE,Ordered,rho_95,Direct
0.5,0.01262165255320882,M,4,OC43_HE,Ordered,rho_95,Direct
0.5,0.00631082627660441,M,5,OC43_HE,Ordered,rho_95,Direct
0.5,0.6223804680062331,P,1,OC43_HE,Ordered,rho_95,Direct
0.625,0.0024635589427984966,M,2,OC43_HE,Ordered,rho_95,Direct
0.625,0.00668680284473878,M,3,OC43_HE,Ordered,rho_95,Direct
0.625,0.005982928861082066,M,4,OC43_HE,Ordered,rho_95,Direct
0.625,0.002991464430541033,M,5,OC43_HE,Ordered,rho_95,Direct
0.625,0.5685189373154267,P,1,OC43_HE,Ordered,rho_95,Direct
0.75,0.003169682447756032,M,3,OC43_HE,Ordered,rho_95,Direct
0.75,0.5157703175104356,P,1,OC43_HE,Ordered,rho_95,Direct
0.875,0.4685733736527189,P,1,OC43_HE,Ordered,rho_95,Direct
0.875,0.32759701601360336,P,2,OC43_HE,Ordered,rho_95,Direct
0.875,0.1421710431542905,P,3,OC43_HE,Ordered,rho_95,Direct
1,0.42810465805152165,P,1,OC43_HE,Ordered,rho_95,Direct
1,0.3298753787641033,P,2,OC43_HE,Ordered,rho_95,Direct
1,0.1621509305029458,P,3,OC43_HE,Ordered,rho_95,Direct
1,0.0711655435954935,P,4,OC43_HE,Ordered,rho_95,Direct
1,0.006772991266642707,P,5,OC43_HE,Ordered,rho_95,Direct
2,0.27696375798457756,P,1,OC43_HE,Ordered,rho_95,Direct
2,0.2572580970704365,P,2,OC43_HE,Ordered,rho_95,Direct
2,0.2075957572017515,P,3,OC43_HE,Ordered,rho_95,Direct
2,0.2102681895312936,P,4,OC43_HE,Ordered,rho_95,Direct
2,0.04790927315288541,P,5,OC43_HE,Ordered,rho_95,Direct
3,0.24694896227136243,P,1,OC43_HE,Ordered,rho_95,Direct
3,0.20593717270820266,P,2,OC43_HE,Ordered,rho_95,Direct
3,0.17586470407912902,P,3,OC43_HE,Ordered,rho_95,Direct
3,0.26725451695679003,P,4,OC43_HE,Ordered,rho_95,Direct
3,0.10399462635631962,P,5,OC43_HE,Ordered,rho_95,Direct
4,0.24108191115766614,P,1,OC43_HE,Ordered,rho_95,Direct
4,0.18862513454654217,P,2,OC43_HE,Ordered,rho_95,Direct
4,0.15269420343630233,P,3,OC43_HE,Ordered,rho_95,Direct
4,0.26897879071246356,P,4,OC43_HE,Ordered,rho_95,Direct
4,0.14861996056535154,P,5,OC43_HE,Ordered,rho_95,Direct
5,0.23993534154322937,P,1,OC43_HE,Ordered,rho_95,Direct
5,0.18381857366895182,P,2,OC43_HE,Ordered,rho_95,Direct
5,0.143082855696623,P,3,OC43_HE,Ordered,rho_95,Direct
5,0.2566744954899584,P,4,OC43_HE,Ordered,rho_95,Direct
5,0.17648873409300217,P,5,OC43_HE,Ordered,rho_95,Direct
10,0.23965694061360815,P,1,OC43_HE,Ordered,rho_95,Direct
10,0.18222239820473113,P,2,OC43_HE,Ordered,rho_95,Direct
10,0.1385564766140159,P,3,OC43_HE,Ordered,rho_95,Direct
10,0.2329752041831176,P,4,OC43_HE,Ordered,rho_95,Direct
10,0.20658898038557566,P,5,OC43_HE,Ordered,rho_95,Direct
15,0.23965686123765848,P,1,OC43_HE,Ordered,rho_95,Direct
15,0.1822214504979392,P,2,OC43_HE,Ordered,rho_95,Direct
15,0.13855083303347554,P,3,OC43_HE,Ordered,rho_95,Direct
15,0.23215204288066404,P,4,OC43_HE,Ordered,rho_95,Direct
15,0.20741881235026288,P,5,OC43_HE,Ordered,rho_95,Direct
20,0.23965686121505653,P,1,OC43_HE,Ordered,rho_95,Direct
20,0.18222145008775398,P,2,OC43_HE,Ordered,rho_95,Direct
20,0.13855082931542403,P,3,OC43_HE,Ordered,rho_95,Direct
20,0.2321315457509542,P,4,OC43_HE,Ordered,rho_95,Direct
20,0.20743931363081128,P,5,OC43_HE,Ordered,rho_95,Direct
25,0.23965686121505028,P,1,OC43_HE,Ordered,rho_95,Direct
25,0.18222145008760046,P,2,OC43_HE,Ordered,rho_95,Direct
25,0.13855082931355223,P,3,OC43_HE,Ordered,rho_95,Direct
25,0.23213104324190262,P,4,OC43_HE,Ordered,rho_95,Direct
25,0.20743981614189455,P,5,OC43_HE,Ordered,rho_95,Direct
30,0.23965686121505017,P,1,OC43_HE,Ordered,rho_95,Direct
30,0.18222145008760038,P,2,OC43_HE,Ordered,rho_95,Direct
30,0.1385508293135512,P,3,OC43_HE,Ordered,rho_95,Direct
30,0.23213103011182276,P,4,OC43_HE,Ordered,rho_95,Direct
30,0.2074398292719756,P,5,OC43_HE,Ordered,rho_95,Direct
35,0.23965686121505014,P,1,OC43_HE,Ordered,rho_95,Direct
35,0.18222145008760035,P,2,OC43_HE,Ordered,rho_95,Direct
35,0.13855082931355117,P,3,OC43_HE,Ordered,rho_95,Direct
35,0.23213102973194688,P,4,OC43_HE,Ordered,rho_95,Direct
35,0.2074398296518515,P,5,OC43_HE,Ordered,rho_95,Direct
40,0.23965686121505014,P,1,OC43_HE,Ordered,rho_95,Direct
40,0.18222145008760035,P,2,OC43_HE,Ordered,rho_95,Direct
40,0.13855082931355117,P,3,OC43_HE,Ordered,rho_95,Direct
40,0.23213102972095642,P,4,OC43_HE,Ordered,rho_95,Direct
40,0.207439829662842,P,5,OC43_HE,Ordered,rho_95,Direct
45,0.23965686121505014,P,1,OC43_HE,Ordered,rho_95,Direct
45,0.18222145008760035,P,2,OC43_HE,Ordered,rho_95,Direct
45,0.13855082931355117,P,3,OC43_HE,Ordered,rho_95,Direct
45,0.2321310297206385,P,4,OC43_HE,Ordered,rho_95,Direct
45,0.2074398296631599,P,5,OC43_HE,Ordered,rho_95,Direct
50,0.2396568612150501,P,1,OC43_HE,Ordered,rho_95,Direct
50,0.1822214500876003,P,2,OC43_HE,Ordered,rho_95,Direct
50,0.13855082931355114,P,3,OC43_HE,Ordered,rho_95,Direct
50,0.23213102972062924,P,4,OC43_HE,Ordered,rho_95,Direct
50,0.20743982966316912,P,5,OC43_HE,Ordered,rho_95,Direct
55,0.23965686121505014,P,1,OC43_HE,Ordered,rho_95,Direct
55,0.18222145008760035,P,2,OC43_HE,Ordered,rho_95,Direct
55,0.13855082931355117,P,3,OC43_HE,Ordered,rho_95,Direct
55,0.23213102972062916,P,4,OC43_HE,Ordered,rho_95,Direct
55,0.2074398296631693,P,5,OC43_HE,Ordered,rho_95,Direct
60,0.23965686121505014,P,1,OC43_HE,Ordered,rho_95,Direct
60,0.18222145008760035,P,2,OC43_HE,Ordered,rho_95,Direct
60,0.13855082931355117,P,3,OC43_HE,Ordered,rho_95,Direct
60,0.23213102972062916,P,4,OC43_HE,Ordered,rho_95,Direct
60,0.2074398296631693,P,5,OC43_HE,Ordered,rho_95,Direct
65,0.23965686121505014,P,1,OC43_HE,Ordered,rho_95,Direct
65,0.13855082931355117,P,3,OC43_HE,Ordered,rho_95,Direct
65,0.23213102972062916,P,4,OC43_HE,Ordered,rho_95,Direct
65,0.2074398296631693,P,5,OC43_HE,Ordered,rho_95,Direct
0,0.10294117647058824,M,2,OC43_HE,Ordered,rho_95,Laddered
0,0.27941176470588236,M,3,OC43_HE,Ordered,rho_95,Laddered
0,0.25,M,4,OC43_HE,Ordered,rho_95,Laddered
0,0.125,M,5,OC43_HE,Ordered,rho_95,Laddered
0,0.2426470588235294,P,1,OC43_HE,Ordered,rho_95,Laddered
0.125,0.04563349308437732,M,2,OC43_HE,Ordered,rho_95,Laddered
0.125,0.12386233837188125,M,3,OC43_HE,Ordered,rho_95,Laddered
0.125,0.11082419749063058,M,4,OC43_HE,Ordered,rho_95,Laddered
0.125,0.05541209874531529,M,5,OC43_HE,Ordered,rho_95,Laddered
0.125,0.6300247927912784,P,1,OC43_HE,Ordered,rho_95,Laddered
0.25,0.020229338054727347,M,2,OC43_HE,Ordered,rho_95,Laddered
0.25,0.05490820329140276,M,3,OC43_HE,Ordered,rho_95,Laddered
0.25,0.766403584624432,P,1,OC43_HE,Ordered,rho_95,Laddered
0.375,0.0089676275874824,M,2,OC43_HE,Ordered,rho_95,Laddered
0.375,0.02177852414102868,M,4,OC43_HE,Ordered,rho_95,Laddered
0.375,0.7954199511515637,P,1,OC43_HE,Ordered,rho_95,Laddered
0.5,0.003975354505483508,M,2,OC43_HE,Ordered,rho_95,Laddered
0.5,0.01079024794345523,M,3,OC43_HE,Ordered,rho_95,Laddered
0.5,0.009654432370459943,M,4,OC43_HE,Ordered,rho_95,Laddered
0.5,0.004827216185229972,M,5,OC43_HE,Ordered,rho_95,Laddered
0.5,0.7802116330318607,P,1,OC43_HE,Ordered,rho_95,Laddered
0.625,0.0017623060900747254,M,2,OC43_HE,Ordered,rho_95,Laddered
0.625,0.004783402244488539,M,3,OC43_HE,Ordered,rho_95,Laddered
0.625,0.004279886218752903,M,4,OC43_HE,Ordered,rho_95,Laddered
0.625,0.0021399431093764515,M,5,OC43_HE,Ordered,rho_95,Laddered
0.625,0.7483172438412875,P,1,OC43_HE,Ordered,rho_95,Laddered
0.75,0.0021204765837027485,M,3,OC43_HE,Ordered,rho_95,Laddered
0.75,0.711561686449978,P,1,OC43_HE,Ordered,rho_95,Laddered
0.875,0.6748598208477992,P,1,OC43_HE,Ordered,rho_95,Laddered
0.875,0.25676262152379553,P,2,OC43_HE,Ordered,rho_95,Laddered
0.875,0.0561166065978223,P,3,OC43_HE,Ordered,rho_95,Laddered
1,0.6401121059718874,P,1,OC43_HE,Ordered,rho_95,Laddered
1,0.2760131004919552,P,2,OC43_HE,Ordered,rho_95,Laddered
1,0.06887993969185101,P,3,OC43_HE,Ordered,rho_95,Laddered
1,0.012666556097176321,P,4,OC43_HE,Ordered,rho_95,Laddered
1,0.001198853710995082,P,5,OC43_HE,Ordered,rho_95,Laddered
2,0.4453513747882003,P,1,OC43_HE,Ordered,rho_95,Laddered
2,0.32924668220869113,P,2,OC43_HE,Ordered,rho_95,Laddered
2,0.1555502240158495,P,3,OC43_HE,Ordered,rho_95,Laddered
2,0.0580195579382331,P,4,OC43_HE,Ordered,rho_95,Laddered
2,0.011830516544012388,P,5,OC43_HE,Ordered,rho_95,Laddered
3,0.3395474897455552,P,1,OC43_HE,Ordered,rho_95,Laddered
3,0.31259892174849174,P,2,OC43_HE,Ordered,rho_95,Laddered
3,0.2021871135975258,P,3,OC43_HE,Ordered,rho_95,Laddered
3,0.11056099183475832,P,4,OC43_HE,Ordered,rho_95,Laddered
3,0.035105462134473145,P,5,OC43_HE,Ordered,rho_95,Laddered
4,0.27386153609628944,P,1,OC43_HE,Ordered,rho_95,Laddered
4,0.28325479545194243,P,2,OC43_HE,Ordered,rho_95,Laddered
4,0.2216355848997813,P,3,OC43_HE,Ordered,rho_95,Laddered
4,0.15507174331831924,P,4,OC43_HE,Ordered,rho_95,Laddered
4,0.06617634259016042,P,5,OC43_HE,Ordered,rho_95,Laddered
5,0.22917687857520086,P,1,OC43_HE,Ordered,rho_95,Laddered
5,0.2550255112877402,P,2,OC43_HE,Ordered,rho_95,Laddered
5,0.22729742091616087,P,3,OC43_HE,Ordered,rho_95,Laddered
5,0.18910818196766455,P,4,OC43_HE,Ordered,rho_95,Laddered
5,0.09939200725392204,P,5,OC43_HE,Ordered,rho_95,Laddered
10,0.128642338350392,P,1,OC43_HE,Ordered,rho_95,Laddered
10,0.17124984930182757,P,2,OC43_HE,Ordered,rho_95,Laddered
10,0.21240974358153655,P,3,OC43_HE,Ordered,rho_95,Laddered
10,0.2672189295190931,P,4,OC43_HE,Ordered,rho_95,Laddered
10,0.2204791392477375,P,5,OC43_HE,Ordered,rho_95,Laddered
15,0.09859793796305749,P,1,OC43_HE,Ordered,rho_95,Laddered
15,0.14259566063053072,P,2,OC43_HE,Ordered,rho_95,Laddered
15,0.2018843127320293,P,3,OC43_HE,Ordered,rho_95,Laddered
15,0.2895294119376501,P,4,OC43_HE,Ordered,rho_95,Laddered
15,0.2673926767367708,P,5,OC43_HE,Ordered,rho_95,Laddered
20,0.08869676939574876,P,1,OC43_HE,Ordered,rho_95,Laddered
20,0.13300663855245226,P,2,OC43_HE,Ordered,rho_95,Laddered
20,0.198144225456799,P,3,OC43_HE,Ordered,rho_95,Laddered
20,0.2968056335569549,P,4,OC43_HE,Ordered,rho_95,Laddered
20,0.2833467330380451,P,5,OC43_HE,Ordered,rho_95,Laddered
25,0.08539400501520837,P,1,OC43_HE,Ordered,rho_95,Laddered
25,0.1298019304600892,P,2,OC43_HE,Ordered,rho_95,Laddered
25,0.19688527067434083,P,3,OC43_HE,Ordered,rho_95,Laddered
25,0.29922950136132137,P,4,OC43_HE,Ordered,rho_95,Laddered
25,0.28868929248904024,P,5,OC43_HE,Ordered,rho_95,Laddered
30,0.0842906280106338,P,1,OC43_HE,Ordered,rho_95,Laddered
30,0.12873106033942613,P,2,OC43_HE,Ordered,rho_95,Laddered
30,0.19646421195941557,P,3,OC43_HE,Ordered,rho_95,Laddered
30,0.30003912292480267,P,4,OC43_HE,Ordered,rho_95,Laddered
30,0.2904749767657218,P,5,OC43_HE,Ordered,rho_95,Laddered
35,0.08392194637952412,P,1,OC43_HE,Ordered,rho_95,Laddered
35,0.1283732301240702,P,2,OC43_HE,Ordered,rho_95,Laddered
35,0.19632350018234482,P,3,OC43_HE,Ordered,rho_95,Laddered
35,0.300309643663392,P,4,OC43_HE,Ordered,rho_95,Laddered
35,0.2910716796506689,P,5,OC43_HE,Ordered,rho_95,Laddered
40,0.08379875249825389,P,1,OC43_HE,Ordered,rho_95,Laddered
40,0.12825366178033504,P,2,OC43_HE,Ordered,rho_95,Laddered
40,0.1962764809487302,P,3,OC43_HE,Ordered,rho_95,Laddered
40,0.30040003713749697,P,4,OC43_HE,Ordered,rho_95,Laddered
40,0.2912710676351839,P,5,OC43_HE,Ordered,rho_95,Laddered
45,0.08375758750741227,P,1,OC43_HE,Ordered,rho_95,Laddered
45,0.12821370823781533,P,2,OC43_HE,Ordered,rho_95,Laddered
45,0.19626076953172808,P,3,OC43_HE,Ordered,rho_95,Laddered
45,0.3004302419277166,P,4,OC43_HE,Ordered,rho_95,Laddered
45,0.2913376927953278,P,5,OC43_HE,Ordered,rho_95,Laddered
50,0.08374383230255557,P,1,OC43_HE,Ordered,rho_95,Laddered
50,0.12820035783541534,P,2,OC43_HE,Ordered,rho_95,Laddered
50,0.19625551958967719,P,3,OC43_HE,Ordered,rho_95,Laddered
50,0.30044033480159127,P,4,OC43_HE,Ordered,rho_95,Laddered
50,0.2913599554707607,P,5,OC43_HE,Ordered,rho_95,Laddered
55,0.08373923602632367,P,1,OC43_HE,Ordered,rho_95,Laddered
55,0.12819589682314422,P,2,OC43_HE,Ordered,rho_95,Laddered
55,0.19625376533120506,P,3,OC43_HE,Ordered,rho_95,Laddered
55,0.3004437073166905,P,4,OC43_HE,Ordered,rho_95,Laddered
55,0.29136739450263655,P,5,OC43_HE,Ordered,rho_95,Laddered
60,0.0837377001891235,P,1,OC43_HE,Ordered,rho_95,Laddered
60,0.12819440618414502,P,2,OC43_HE,Ordered,rho_95,Laddered
60,0.19625317914897947,P,3,OC43_HE,Ordered,rho_95,Laddered
60,0.3004448342363714,P,4,OC43_HE,Ordered,rho_95,Laddered
60,0.29136988024138066,P,5,OC43_HE,Ordered,rho_95,Laddered
65,0.08373718699196386,P,1,OC43_HE,Ordered,rho_95,Laddered
65,0.19625298327727297,P,3,OC43_HE,Ordered,rho_95,Laddered
65,0.3004452107944983,P,4,OC43_HE,Ordered,rho_95,Laddered
65,0.29137071084638444,P,5,OC43_HE,Ordered,rho_95,Laddered
0,0.08088235294117649,M,2,HKU1_S1,Variation,rho_05,Direct
0,0.18382352941176475,M,3,HKU1_S1,Variation,rho_05,Direct
0,0.21323529411764708,M,4,HKU1_S1,Variation,rho_05,Direct
0,0.23529411764705882,M,5,HKU1_S1,Variation,rho_05,Direct
0,0.03676470588235295,M,6,HKU1_S1,Variation,rho_05,Direct
0,0.25000000000000006,P,1,HKU1_S1,Variation,rho_05,Direct
0.125,0.018114243429764986,M,2,HKU1_S1,Variation,rho_05,Direct
0.125,0.04775573267847131,M,4,HKU1_S1,Variation,rho_05,Direct
0.125,0.05269598088658903,M,5,HKU1_S1,Variation,rho_05,Direct
0.125,0.5479269107381585,P,1,HKU1_S1,Variation,rho_05,Direct
0.25,0.004056832300699797,M,2,HKU1_S1,Variation,rho_05,Direct
0.25,0.009220073410681357,M,3,HKU1_S1,Variation,rho_05,Direct
0.25,0.010695285156390375,M,4,HKU1_S1,Variation,rho_05,Direct
0.25,0.01180169396567214,M,5,HKU1_S1,Variation,rho_05,Direct
0.25,0.49528989662044065,P,1,HKU1_S1,Variation,rho_05,Direct
0.375,0.0020649366688615237,M,3,HKU1_S1,Variation,rho_05,Direct
0.375,0.002643118936142751,M,5,HKU1_S1,Variation,rho_05,Direct
0.375,0.4522528773129561,P,1,HKU1_S1,Variation,rho_05,Direct
0.5,2.0348413725153886e-4,M,2,HKU1_S1,Variation,rho_05,Direct
0.5,4.624639482989521e-4,M,3,HKU1_S1,Variation,rho_05,Direct
0.5,5.364581800267841e-4,M,4,HKU1_S1,Variation,rho_05,Direct
0.5,5.919538538226586e-4,M,5,HKU1_S1,Variation,rho_05,Direct
0.5,9.249278965979035e-5,M,6,HKU1_S1,Variation,rho_05,Direct
0.5,0.43443356745746203,P,1,HKU1_S1,Variation,rho_05,Direct
0.625,1.0356445845611418e-4,M,3,HKU1_S1,Variation,rho_05,Direct
0.625,1.2013477180909241e-4,M,4,HKU1_S1,Variation,rho_05,Direct
0.625,1.3256250682382615e-4,M,5,HKU1_S1,Variation,rho_05,Direct
0.625,0.4283008747099475,P,1,HKU1_S1,Variation,rho_05,Direct
0.75,2.318665286110305e-5,M,3,HKU1_S1,Variation,rho_05,Direct
0.75,2.6896517318879528e-5,M,4,HKU1_S1,Variation,rho_05,Direct
0.75,2.96789156622119e-5,M,5,HKU1_S1,Variation,rho_05,Direct
0.75,0.42636690235872404,P,1,HKU1_S1,Variation,rho_05,Direct
0.875,5.218604556732265e-6,M,3,HKU1_S1,Variation,rho_05,Direct
0.875,6.679813832617297e-6,M,5,HKU1_S1,Variation,rho_05,Direct
0.875,0.4257866606860308,P,1,HKU1_S1,Variation,rho_05,Direct
1,0.42561833148303774,P,1,HKU1_S1,Variation,rho_05,Direct
1,0.005097061167741982,P,2,HKU1_S1,Variation,rho_05,Direct
1,0.04408220437526124,P,3,HKU1_S1,Variation,rho_05,Direct
1,0.12066193012071415,P,4,HKU1_S1,Variation,rho_05,Direct
1,0.401843662832784,P,5,HKU1_S1,Variation,rho_05,Direct
2,0.4255523115745855,P,1,HKU1_S1,Variation,rho_05,Direct
2,0.005092128371695888,P,2,HKU1_S1,Variation,rho_05,Direct
2,0.0440256630732233,P,3,HKU1_S1,Variation,rho_05,Direct
2,0.12035551647586458,P,4,HKU1_S1,Variation,rho_05,Direct
2,0.40224166018041596,P,5,HKU1_S1,Variation,rho_05,Direct
2,0.002732720210666498,P,6,HKU1_S1,Variation,rho_05,Direct
3,0.4255523079216805,P,1,HKU1_S1,Variation,rho_05,Direct
3,0.0050921278294177585,P,2,HKU1_S1,Variation,rho_05,Direct
3,0.0440256535898455,P,3,HKU1_S1,Variation,rho_05,Direct
3,0.1203553080955516,P,4,HKU1_S1,Variation,rho_05,Direct
3,0.40224146660227544,P,5,HKU1_S1,Variation,rho_05,Direct
3,0.0027331359613624543,P,6,HKU1_S1,Variation,rho_05,Direct
4,0.4255523079232837,P,1,HKU1_S1,Variation,rho_05,Direct
4,0.00509212782990495,P,2,HKU1_S1,Variation,rho_05,Direct
4,0.04402565359826809,P,3,HKU1_S1,Variation,rho_05,Direct
4,0.12035530820073778,P,4,HKU1_S1,Variation,rho_05,Direct
4,0.40224146151451834,P,5,HKU1_S1,Variation,rho_05,Direct
4,0.0027331409332872142,P,6,HKU1_S1,Variation,rho_05,Direct
5,0.4255523079232852,P,1,HKU1_S1,Variation,rho_05,Direct
5,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
5,0.04402565359828465,P,3,HKU1_S1,Variation,rho_05,Direct
5,0.12035530820125377,P,4,HKU1_S1,Variation,rho_05,Direct
5,0.4022414613805761,P,5,HKU1_S1,Variation,rho_05,Direct
5,0.00273314106669482,P,6,HKU1_S1,Variation,rho_05,Direct
10,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
10,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
10,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
10,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
10,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
10,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
15,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
15,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
15,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
15,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
15,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
20,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
20,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
20,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
20,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
20,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
25,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
25,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
25,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
25,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
25,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
25,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
30,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
30,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
30,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
30,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
30,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
35,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
35,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
35,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
35,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
35,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
35,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
40,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
40,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
40,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
40,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
40,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
40,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
45,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
45,0.005092127829905617,P,2,HKU1_S1,Variation,rho_05,Direct
45,0.04402565359828468,P,3,HKU1_S1,Variation,rho_05,Direct
45,0.12035530820125623,P,4,HKU1_S1,Variation,rho_05,Direct
45,0.40224146137689526,P,5,HKU1_S1,Variation,rho_05,Direct
45,0.0027331410703731332,P,6,HKU1_S1,Variation,rho_05,Direct
50,0.42555230792328513,P,1,HKU1_S1,Variation,rho_05,Direct
